"ID";"ISIL";"VZ_Sigel";"VZ_Code";"Institution";"Institution_DE";"Institution_FR";"Institution_IT";"Institution_RM";"Institution_EN";"Strasse";"PLZ";"Ort";"Kanton";"Land";"Telefon_Nr";"Fax_Nr";"E_Mail";"WWW";"Startdatum";"Enddatum";"Aufgegangen_in";"Verwaltungsgeschichte";"Bestandsbeschreibung";"Bibliotheksbestaende";"Andere_Bestaende";"URL_Findmittel";"Zugang";"Fernleihe_Tel";"Fernleihe_Fax";"Fernleihe_Mail";"Mitgliedschaft";"Dewey";"Status";"Zugangsbedingungen";"LastEditedOn"
"https://www.helveticarchives.ch/detail.aspx?ID=550719";"CH-001730-X";"";"";"Cycle d'Orientation d'Octodure, Bibliothèque";"";"Bibliothèque du CO d'Octodure";"";"";"";"Rue du Simplon 1";"1920";"Martigny";"VS";"CH";"+41 27 722 23 13";"";"biblio@comartigny.ch";"http://www.comartigny.ch/";"2015";"";"";"2015 (fusion des bibliothèques des CO Ste-Marie 1973 et Ste-Jeanne-Antide 1983)";"romans, périodiques, bandes dessinées, documentaires, lectures suivies, DVD";"env. 10000 documents";"";"";"ouvert aux élèves et enseignants de l'établissement";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=229125";"CH-001585-7";"";"";"Cycle d'Orientation de Saint-Guérin / Bibliothèque";"";"";"";"";"";"Petit-Chasseur 43";"1950";"Sion";"VS";"CH";"+41 27 324 13 23";"";"mediatheque@cosg.ch";"";"";"";"";"";"";"6'200 documents (romans, documentaires, documents audiovisuels, bandes dessinées)";"";"";"";"";"";"";"BIS";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=550769";"CH-001743-8";"";"";"ECCG-EPP, Médiathèque";"";"";"";"";"";"Ch. des Collines 50";"1950";"SION";"VS";"CH";"+41 27 324 13 40";"";"mediatheque.ecsion@eduvs.ch";"";"";"";"";"";"Médiathèque scolaire secondaire II Ecole de Commerce Ecole de Culture Générale Ecole PréProfessionnelle";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174115";"CH-000444-4";"Sr 1";"SR001";"Ecole suisse de tourisme / Centre de documentation";"Schweizerische Tourismusfachschule / Dokumentationszentrum";"";"";"";"";"";"";"Sierre";"VS";"CH";"";"";"";"";"1988";"";"CH-000966-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000966-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=174117";"CH-001267-2";"";"";"Ecole supérieure d'informatique de gestion (ESIS) / Bibliothèque";"Höhere Fachschule für Wirtschaftsinformatik(HFW) / Bibliothek";"";"";"";"";"";"";"Sierre";"VS";"CH";"";"";"";"";"1986";"";"CH-000966-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000966-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174236";"CH-000567-4";"";"";"ESCEA / Bibliothèque";"";"";"";"";"";"";"";"St-Maurice";"VS";"CH";"";"";"";"";"";"";"CH-000968-3";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000968-3).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=1562434";"CH-002101-X";"";"";"Étoile Sonore";"";"";"";"";"";"Chemin du Monastère 6";"1868";"Collombey";"VS";"CH";"+41 24 471 82 10";"";"info@etoilesonore.ch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2021-01-11"
"https://www.helveticarchives.ch/detail.aspx?ID=230516";"CH-001608-3";"";"";"FIESCH Regionalbibliothek";"";"";"";"";"";"Präfektenhaus";"3984";"Fiesch";"VS";"CH";"+41 27 971 00 70";"";"bibliothek@gemeinde-fiesch.ch";"";"";"";"";"";"Regionalbibliothek";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174077";"CH-001231-X";"";"";"Fondation André Guex-Joris / Archives sonores, bibliothèque et documentation musicales";"";"";"";"";"";"Le Manoir";"1920";"Martigny";"VS";"CH";"+41 27 722 39 32";"";"";"";"1948";"";"";"";"Histoire de la musique et de la 'machine parlante: Musik, Sprechautomat";"volumes, périodiques, journaux";"";"";"";"";"";"";"BIS";"621.3 [Sprechautomat]
780 [Musik]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174118";"CH-001268-X";"";"";"Fondation Rilke / Bibliothèque et musée";"Rilke-Stiftung / Bibliothek und Museum";"";"";"";"";"Rue du Bourg 30";"3960";"Sierre";"VS";"CH";"+41 27 456 26 46";"+41 27 455 49 08";"";"";"1987";"";"";"";"Rainer Maria Rilke, Rudolf Kassner";"";"";"";"";"";"";"";"AMS";"928.3 [Rainer Maria Rilke]
928.3 [Rudolf Kassner]";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174108";"CH-001004-1";"Mt 2";"MT002";"Fondation Tissières - Martigny / Bibliothèque";"";"";"";"";"";"Avenue de la Gare 6";"1920";"Martigny";"VS";"CH";"41 27 723 12 12";"";"info@sciencesdelaterre.ch";"www.fondation-tissieres.ch";"";"";"";"";"";"";"";"";"";"41 27 723 12 12";"";"info@sciencesdelaterre.ch";"";"";"aktiv";"Lieferung der Dokumente nur, wenn nicht in einer A- oder B-Bibliothek lokalisierbar ( Spezialbibliotheken, Privatindustrie)";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174097";"CH-000188-2";"";"";"Forschungsinstitut zur Geschichte des Alpenraums";"";"";"";"";"";"Alte Simplonstrasse 28";"3900";"Brig";"VS";"CH";"+41 27 923 04 07";"+41 27 923 04 08";"fga@stockalperstiftung.ch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=1001699";"CH-001887-8";"";"";"Gemeinde Bibliothek Zermatt";"";"";"";"";"";"Bahnhofstrasse 92";"3920";"Zermatt";"VS";"CH";"+41 27 967 57 00";"";"gemeindebibliothek@zermatt.ch";"http://www.gemeindebibliothek-zermatt.ch/";"";"";"";"";"Gemeindebibliothek";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=550716";"CH-001728-1";"";"";"Gemeinde- und Schulbibliothek Mörel";"";"";"";"";"";"";"3983";"MÖREL";"VS";"CH";"+41 27 927 18 62";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=550725";"CH-001735-6";"";"";"Gemeinde- und Schulbibliothek Saas-Grund";"";"";"";"";"";"Schulhaus";"3910";"SAAS-GRUND";"VS";"CH";"+41 27 957 16 53";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=550935";"CH-001748-4";"";"";"Gemeinde- und Schulbibliothek Stalden";"";"";"";"";"";"Bahnhof";"3922";"STALDEN";"VS";"CH";"+41 27 952 18 89";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=550936";"CH-001749-1";"";"";"Gemeindebibliothek Steg";"";"";"";"";"";"Schulhausstrasse 10";"3940";"STEG";"VS";"CH";"+41 27 923 32 88";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174112";"CH-001544-4";"Na 1";"NA001";"Gemeindebibliothek";"";"";"";"";"";"Belalpstrasse 10";"3904";"Naters";"VS";"CH";"+41 27 922 75 94";"";"gemeindebibliothek@naters.ch";"http://www.naters.ch/bibliothek/";"";"";"";"";"Belletristik und Sachbücher zur Unterhaltung, für Hobby, Freizeit, Weiterbildung und Information. Bestand einer öffentlichen Bibliothek für alle Altersstufen.";"";"";"";"";"+41 27 923 70 31";"";"gemeindebibliothek@naters.ch";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174109";"CH-000712-7";"Mo 2";"MO002";"Giovanola Frères SA / Bibliothèque";"";"";"";"";"";"Clos Donroux 1";"1870";"Monthey";"VS";"CH";"";"";"";"";"";"";"";"";"";"";"";"";"";"+41 24 473 21 11";"+41 24 473 21 08";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174116";"CH-000968-3";"";"";"Haute école valaisanne / Filière 'économie d'entreprise' / Bibliothèque";"";"";"";"";"";"";"";"Sierre";"VS";"CH";"";"";"";"";"";"";"CH-000966-9";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000966-9).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=550909";"CH-001746-X";"";"";"HES-SO Valais-Wallis, Ecole de design et haute école d'art du Valais (EDHEA) \ Bibliothèque";"HES-SO Valais-Wallis, Schule für Gestaltung und Hochschule für Kunst Wallis (EDHEA) \ Bibliothek";"";"";"";"HES-SO Valais-Wallis, The Valais School of Art (EDHEA) \ Library";"Route de la Bonne-Eau 16";"3960";"Sierre";"VS";"CH";"+41 58 606 88 90";"";"biblio-edhea@hevs.ch";"https://edhea.ch/ecole/bibliotheque/";"1997";"";"";"";"Art contemporain, graphisme, son, architecture, arts graphiques, arts plastiques, design, peinture, photographie, cinéma, dessin, musique";"15000 documents";"";"https://hesso.swisscovery.slsp.ch/discovery/search?vid=41SLSP_HES:VU1";"Publique, accessible selon horaires d'ouverture";"";"";"";"BIS";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2021-01-28"
"https://www.helveticarchives.ch/detail.aspx?ID=174212";"CH-000994-3";"Si 5";"SI005";"HES-SO Valais, Médiathèque santé";"";"";"";"";"";"Chemin de l'Agasse 5";"1950";"Sion";"VS";"CH";"+41 27 606 84 10";"";"biblio.sante@hevs.ch";"http://bibliosoins.hevs.ch/fr-fr/";"";"";"";"";"Soins infirmiers, santé, psychologie, pédagogie";"8000 volumes, 66 périodiques";"";"";"Bibliothèque ouverte au public";"+41 27 606 84 10";"";"biblio.sante@hevs.ch";"BIS, Consortium";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174209";"CH-000966-9";"Si 8";"SI008";"HES-SO Valais Médiathèque Sociale, Gestion & Tourisme";"HES-SO Wallis Mediathek Soziales, Wirtschaft & Tourismus";"";"";"";"";"Rte de la Plaine 2";"3960";"Sierre";"VS";"CH";"+41 27 606 89 27";"";"biblio.sierre@hevs.ch";"https://www.hevs.ch/fr/mini-sites/mediatheques/";"";"";"";"";"La médiathèque du Campus de Sierre est une médiathèque spécialisée dans les domaines d'enseignement et de recherche de la HES-SO Valais Sierre. Les collections couvrent les domaines d'études de la HES-SO Valais: Travail social, Informatique de gestion, Economie d'entreprise et Tourisme";"23000 ouvrages papier, 117 périodiques, 26 quotidiens, 800 dvd's";"Accès à plus de 50'000 e-books, 12'000 périodiques électroniques et des bases de données";"https://explore.rero.ch/en_US/vs";"Bibliothèque ouverte au public";"+41 27 606 89 27";"";"biblio.sierre@hevs.ch";"BIS, Consortium";"370.0 [Pädagogik]
370.0 [Erziehung und Unterricht]";"aktiv";"Lieferung der Dokumente innerhalb einer Woche";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=1385581";"CH-002047-3";"";"";"HES-SO Valais/Wallis, Mediathek Physiotherapie";"";"";"";"";"";"Rathausstrasse 8";"3954";"Leukerbad";"VS";"CH";"+41 27 607 91 00";"";"Biblio.gesundheit@hevs.ch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-05-21"
"https://www.helveticarchives.ch/detail.aspx?ID=174126";"CH-000568-1";"";"";"HES-SO Valais-Wallis Médiathèque Haute école d'ingénierie";"HES-SO Valais-Wallis Mediathek Hochschule für Ingenieurwissenschaften";"";"";"";"";"Route du Rawyl 47";"1950";"Sion 2";"VS";"CH";"+41 27 606 85 80";"+41 27 606 85 75";"biblio@hevs.ch";"http://mediatheques.hevs.ch/";"1989";"";"";"";"Agroalimentaire, biotechnologie, chimie, électrotechnique, matériaux, mathématiques, mécanique, physique";"13663 volumes";"";"http://recherche.nebis.ch/";"Publique, accessible selon horaires";"";"";"";"BIS, GVB";"";"aktiv";"Lieferung der Dokumente innerhalb einer Woche";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174239";"CH-000995-0";"Vp 2";"VP002";"HES-SO Wallis Mediathek Pflege";"";"";"";"";"";"Pflanzettastrasse 6";"3930";"Visp";"VS";"CH";"+41 27 604 28 01";"";"biblio.gesundheit@hevs.ch";"http://bibliopflege.hevs.ch/";"";"";"";"";"Krankenpflege, Psychologie, Geriatrie, Gerontologie";"3'000 Bände";"";"http://opac.mediatheque.ch/";"Nicht öffentlich zugänglich";"";"";"";"BIS, Consortium";"610.7 [Krankenpflege]
150 [Psychologie]
618.9 [Geriatrie]
305.2 [Gerontologie]";"aktiv";"Lieferung der Dokumente nur, wenn nicht in einer A- oder B-Bibliothek lokalisierbar ( Spezialbibliotheken, Privatindustrie)";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174111";"CH-000993-6";"Mo 3";"MO003";"HEVs2 - haute école santé-social Valais / Secteur soins - Monthey";"";"";"";"";"";"";"";"Monthey";"VS";"CH";"";"";"";"";"";"";"CH-000994-3";"La Bibliothèque n'existe plus. La collection a été intégré dans une autre Bibliothèque (CH-000994-3).";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174102";"CH-001540-5";"";"";"Hospice du Grand-Saint-Bernard Archives et Bibliothèque";"";"";"";"";"";"Col du Grand-Saint-Bernard 2";"1946";"Bourg-Saint-Pierre";"VS";"CH";"+41 27 787 12 36";"+41 27 787 11 07";"";"http://www.gsbernard.ch/";"1050";"";"";"La bibliothèque et les archives historiques du Grand-Saint-Bernard ont été fondés en même temps que l'Hospice du même nom, au milieu du 11e siècle et sont gérées depuis lors par la congrégation des chanoines du Grand-Saint-Bernard. On y trouve également des collections iconographiques en lien avec le lieu: des estampes, des cartes de géographie, des cartes postales, des stéréoscopies. La gestion de la photothèque (photographies, films et enregistrements sonores), est faite par la Médiathèque Valais à Martigny (VS).";"Archives historiques, - météo, - plans cadastraux, - de l'Hospice du Simplon, - en Val d'Aoste, - de la procure, - de la mission du Tibet/à Taïwan, archives courantes Estampes, cartes de géographie, cartes postales, stéréoscopies, photothèque (photos, films, enregistrements sonores) Bibliothèque historique, Documents et tirés à part, Bernardina, Bibliothèque missionnaire";"24'360 monographies";"";"http://www.digi-archives.org/fonds/agsb/static/agsb_tdm.html";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=1271950";"CH-002023-1";"";"";"Les Roches Global Hospitality Education Bibliothèque";"";"";"";"";"";"Rte des Moulinettes 2";"3975";"Bluche-Randogne";"VS";"CH";"+41 27 485 96 71";"";"";"";"";"";"";"";"Bibliothèque pour les étudiats de 'Les Roches Global Hospitality Education'.";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=550680";"CH-001719-2";"";"";"Leseecke Baltschieder";"";"";"";"";"";"Schulhaus";"3937";"BALTSCHIEDER";"VS";"CH";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=550681";"CH-001720-3";"";"";"Leseecke Guttet-Feschel";"";"";"";"";"";"Schulhaus";"3956";"GUTTET-FESCHEL";"VS";"CH";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=550682";"CH-001721-0";"";"";"Leseecke Kippel";"";"";"";"";"";"";"";"KIPPEL";"VS";"CH";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=550684";"CH-001722-8";"";"";"Leseecke Mund";"";"";"";"";"";"";"";"MUND";"VS";"CH";"";"";"";"";"";"";"";"Die Leseecke Mund existiert nicht mehr; sie wurde nach der Gemeindefusion von Mund - Naters aufgehoben.";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=550685";"CH-001723-5";"";"";"Leseecke Turtmann";"";"";"";"";"";"";"3946";"TURTMANN";"VS";"CH";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=1008440";"CH-001890-3";"";"";"Leseecke Zeneggen";"";"";"";"";"";"";"3934";"Zeneggen";"VS";"CH";"+41 79 747 92 29";"";"";"";"1995";"";"";"";"";"ca 1300 Monographien";"";"";"Für alle zugänglich: Di.: 19.00-20.00 Do.: 15.00-16.00 Fr.: 14.30-15.00";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174106";"CH-001437-4";"";"";"Lötschentaler Museum";"";"";"";"";"";"Museumsweg 1";"3917";"Kippel";"VS";"CH";"+41 27 939 18 71";"";"info@loetschentalermuseum.ch";"http://www.loetschentalermuseum.ch/";"1982";"";"";"Die Bibliothek des Lötschentaler Museums wurde parallel zum Museum und seiner Sammlung aufgebaut. Ihr Profil entspricht der Sammlungspolitik des Museums.";"Publikationen zu Literatur, Wissenschaft, Kultur und Natur des Lötschentals; Volkskunst und Kunsthandwerk. Historische Bestände (Religion, Alpinismus). Fotos, Filme, Ansichtskarten, Plakate, Zeitungsarchiv.";"Bücher";"";"";"CDN (für Publikumsbibliothek) SLA";"";"";"info@loetschentalermuseum.ch";"ICOM, VMS/AMS";"914.4 [Natur und Kultur des Lötschentals]";"aktiv";"Einsichtnahme an Ort und Stelle möglich (vorher anfragen); Fotokopien von Artikeln nur, wenn nicht in einer A-, B- oder C-Bibliothek lokalisierbar";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174237";"CH-000657-3";"Vp 1";"VP001";"Lonza AG Bibliothek";"";"Lonza SA Bibliothèque";"Lonza AG Biblioteca";"Lonza AG Biblioteca";"Lonza AG Library";"Rottenstrasse 6";"3930";"Visp";"VS";"CH";"+41 27 948 53 02";"";"library.visp@lonza.com";"";"1947";"";"";"Die 'Werks-Bibliothek Visp' wurde 1947 unter der Leitung von Dr. S. Ruosch gegründet und bezog Standort im dritten Stock des Laborgebäudes E3. Seine Tochter Frau M. Ruosch übernahm die bibliothekarischen Aufgaben. Um 1970 übernahm Herr Dr. Stocker die Leitung der Bibliothek und gab diese nach einigen Jahren an Herrn O. Marti weiter. Frau M. Ruosch verabschiedete sich vom Bibliothekarsamt und Frau Lengen übernahm ihre Aufgaben. 1976 wurde Herr G. Vogel zum neuen Bibliothekar. Zu Beginn der Achtziger arbeitete Herr O. Marti für den Literaturdienst und wurde von Herrn Dr. Theo Wyer und seiner Sekretärin G. Anthamatten unterstützt. 1989 wurde Herr Dr. Theo Wyer der Leiter der neu als 'Lonza Hauptbibliothek' bezeichneten Dienststelle. 2007 ging Herr Wyer in Pension und die Verantwortung für das Knowledge Management ging an Frau D. Rohr. 2009 wurde die Bibliothek vom Laborgebäude E3 ins Verwaltungsgebäude E46 gezügelt. Herr G. Vogel ging 2009 in Pension und Frau M. Hartmann übernahm die bibliothekarischen Aufgaben.";"Chemische Literatur, Biotechnologische Literatur";"17'000 gebundene Bände, 400 Zeitschriften, 130 Online-Datenbanken und E-Journals, 30 E-Books, 110 Dissertationen, 25 Mikroformen, 20 weitere Datenträger";"Databases, E-Books und E-Journals für den internen Gebrauch";"";"Voranmeldung per Telefon oder Mail";"+41 27 948 53 02";"";"library.visp@lonza.com";"BIS";"547 [Organische Chemie]
540.1 [Chemische Literatur]
660.6 [Biotechnologische Literatur]";"aktiv";"Einsichtnahme an Ort und Stelle möglich (vorher anfragen); Fotokopien von Artikeln nur, wenn nicht in einer A-, B- oder C-Bibliothek lokalisierbar";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174238";"CH-000540-0";"";"";"Mediathek Visp";"";"";"";"";"";"Baumgärten Wichelgasse 16";"3930";"Visp";"VS";"CH";"+41 27 948 99 85";"";"bibliothek@visp.ch";"";"1974";"";"";"";"Gemeindebibliothek";"";"";"";"";"";"";"";"BIS";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174096";"CH-000039-2";"Bg K";"BGK";"Mediathek Wallis Brig";"";"";"";"";"";"Schlossstr. 30";"3900";"Brig-Glis";"VS";"CH";"+41 27 607 15 00";"+41 27 607 15 04";"mediathek-wallis-brig@admin.vs.ch";"http://www.mediathek.ch/";"1971";"";"";"";"Vor allem deutschsprachige Medien von wissenschaftlichen und allgemeinen Interesse";"100'000 Medien";"";"https://explore.rero.ch/de_CH/vs";"öffentlich, ohne Voranmeldung zugänglich";"+41 27 607 15 00";"+41 27 607 15 04";"mw-brig-fernleihe@admin.vs.ch";"BIS";"";"aktiv";"Lieferung der Dokumente innerhalb von 48 Stunden";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=550708";"CH-001727-4";"";"";"Médiathèque de Monthey";"";"";"";"";"";"Avenue du Théâtre 2";"1870";"Monthey";"VS";"CH";"+41 24 475 75 60";"";"mediatheque@monthey.ch";"http://www.mediathequemonthey.ch/";"";"";"";"";"La médiathèque met à disposition une collection généraliste de plus de 43'000 documents couvrant tous les domaines du savoir, sur des supports variés. Romans, documentaires, BD, albums enfants, livres lus, musique, cinémathèque, magazines, e-books, etc. La plupart des documents sont disponibles en prêt à domicile.";"43000";"";"https://explore.rero.ch/fr_CH/vs";"";"+41 24 475 75 60";"";"mediatheque@monthey.ch";"BIS";"";"aktiv";"Lieferung der Dokumente innerhalb einer Woche";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174107";"CH-000996-8";"Mt 1";"MT001";"Médiathèqe Valais - Martigny";"Mediathek Wallis - Martigny";"";"";"";"";"Av. de la Gare 15";"1920";"Martigny";"VS";"CH";"+41 27 607 15 40";"+41 27 607 15 44";"mediatheque-valais-martigny@admin.vs.ch";"www.mediatheque.ch";"1987";"";"";"Fondée en 1987 sous le nom de Centre valaisan du film, la Médiathèque Valais - Martigny est le centre de conservation du patrimoine audiovisuel valaisan. Depuis 2002, la Médiathèque Valais - Martigny assure également la fonction de bibliothèque municipale pour la ville de Martigny.";"Archives audiovisuelles: 2'500 000 photographies, 8'000 films, 300'000 heures d'enregistrements sonores. Une bibliothèque de lecture publique, la bibliothèque d'art de la Fondation Pierre Gianadda.";"2'600 000 documents";"";"https://explore.rero.ch/fr_CH/vs";"Les archives audiovisuelles sont consultables sur rendez-vous. La Bibliothèque est ouverte du lundi au samedi de 13h00 à 18h00. Les expositions sont ouvertes tous les jours de 13h00 à 18h00.";"+41 27 607 15 60";"+41 27 607 15 44";"MV-MARTIGNY-PRETINTER@admin.vs.ch";"BIS, TEL, MEMORIAV, ICOM, VSA/AAS";"791.4 [Film]
770.0 [Fotografie]";"aktiv";"Zugänglichkeit nicht festgelegt";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=174125";"CH-000019-X";"Si C";"SIC";"Médiathèque Valais - Sion";"Mediathek Wallis - Sitten";"";"";"";"";"Rue de Lausanne 45";"1950";"Sion";"VS";"CH";"+41 27 606 45 50";"";"mediatheque-valais-sion@admin.vs.ch";"www.mediatheque.ch";"1853";"";"";"";"Documentation valaisanne (Vallesiana),Les Alpes: Alpen,Plakate,Ansichtskarten";"3000 ouvrages de référence, 2300 journaux et périodiques, 700''000 documents, 60'000 petits imprimés";"";"";"";"+41 27 606 45 74";"";"mv-sion-pretinter@admin.vs.ch";"BIS";"769.5 [Ansichtskarten]
551.4 [Alpen]
741.6 [Plakate]";"aktiv";"Zugänglichkeit nicht festgelegt";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=174219";"CH-000079-8";"";"";"Médiathèque Valais Saint-Maurice";"";"";"";"";"";"Bâtiment St-Augustin, Av. du Simplon 6";"1890";"St-Maurice";"VS";"CH";"+41 24 486 11 80";"";"mediatheque-valais-stmaurice@admin.vs.ch";"www.mediatheque.ch";"1974";"";"";"";"Romans,pédagogie,documentation locale: Pädagogik";"30'000 monographies, 12'000 lectures suivies, 70 périodiques";"";"";"";"+41 24 486 11 80";"+41 24 486 11 84";"illsmc@mediatheque.ch";"BIS";"370.0 [Pädagogik]";"aktiv";"Zugänglichkeit nicht festgelegt";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=174103";"CH-000905-3";"Bo 1";"BO001";"Monastère Saint-Benoît";"";"";"";"";"";"Route de l'Eglise 38";"1897";"Bouveret";"VS";"CH";"+41 24 481 28 12";"+41 24 481 43 98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=550718";"CH-001729-9";"";"";"Mt MARTIGNY CO Ste-Jeanne-Antide Bibliothèque";"";"";"";"";"";"Bibliothèque scolaire / Rue du Simplon 10";"1920";"MARTIGNY";"VS";"CH";"+41 27 722 22 88";"";"bibliosja@mycable.ch";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"aktiv";"Zugänglichkeit nicht festgelegt";"2019-03-01"
"https://www.helveticarchives.ch/detail.aspx?ID=174110";"CH-000640-6";"Mo 1";"MO001";"Novartis Monthey / Bibliothèque";"";"";"";"";"";"";"1870";"Monthey";"VS";"CH";"";"";"";"";"";"";"";"";"Chimie,technique: Chemie";"120 périodiques, 5 journaux";"";"";"";"+41 24 475 11 11";"+41 24 475 36 70";"";"BIS";"540 [Chemie]";"aktiv";"Lieferung der Dokumente nur, wenn nicht in einer A- oder B-Bibliothek lokalisierbar ( Spezialbibliotheken, Privatindustrie)";"2021-01-25"
"https://www.helveticarchives.ch/detail.aspx?ID=174213";"CH-001270-8";"";"";"Office d'orientation du Valais romand";"";"";"";"";"";"";"";"Sion";"VS";"CH";"";"";"";"";"1944";"";"";"La Bibliothèque n'existe plus.";"";"";"";"";"";"";"";"";"";"";"inaktiv";"";"2019-03-01"
