Institution,Rue,Lieu,ZIP,Email,Tel
Archiv katholische Pfarrei und Kirchgemeinde Güttingen und Archiv katholischer Seelsorgeverband Altnau-Güttingen-Münsterlingen,Regionales Pfarreisekretariat / Sommeristrasse 8,Güttingen,8594,kath.sekr.agm@bluewin.ch,071 6951439
Archiv Katholische Pfarrei und Kirchgemeinde Pfyn,Städtli 20,Pfyn,8505,pfarrei.pfyn@bluewin.ch,052/7651175
Archiv Musikverein Weinfelden,Musikverein Weinfelden,Weinfelden,8570,vorstand@musikverein-weinfelden.ch,071/6227886
Archiv Politische Gemeinde Dozwil,PG Dozwil / Gemeindeverwaltung Dozwil / Kesswilerstrasse 16,Dozwil,8582,info@dozwil.ch,071/4111354
Archiv Politische Gemeinde Kradolf-Schönenberg,Thurbruggstrasse 11a,Schönenberg an der Thur,9215,info@pgks.ch,071 644 90 30
Archiv Politische Gemeinde Lengwil,Hauptstrasse 8,Lengwil,8574,gemeinde@lengwil.ch,071 686 30 00
Archiv Politische Gemeinde Schönholzerswilen,Buhwilerstrasse 1,Schönholzerswilen,8577,gemeinde@schoenholzerswilen.ch,058 3461050
Archiv Primarschulgemeinde Dozwil-Kesswil,Lehrerzimmer Schulhaus Dozwil / Uttwilerstr. 9,Dozwil,8582,schulpraesidium@pskesswil.ch,071 411 85 45
Archiv Primarschulgemeinde Münsterlingen,Schulstrasse 6,Scherzingen,8596,sekretariat@psgm.ch,071/6865110
Archiv Primarschulgemeinde Uttwil,Schulhaus Gries,Uttwil,8592,schulleitung@psuttwil.ch,071/4636613
Archiv römisch-katholische Kirchgemeinde und Pfarrei St. Mauritius Berg TG,Hauptstrasse 37a,Berg TG,8572,sekretariat@kath-berg.ch,071/6361507
Archiv Sekundarschulgemeinde Dozwil-Kesswil-Uttwil,Sekundarschule Dozwil-Kesswil-Uttwil / Uttwilerstrasse 9,Dozwil,8582,info@sek-dozwil.ch,071/4115706
Archiv Volksschulgemeinde Berg-Birwinken,Volksschulgemeinde Berg-Birwinken (VSBB) / Sekretariat / Neuwies,Berg,8572,sekretariat@vsbb.ch,071 6362740
Archiv Volksschulgemeinde Amriswil-Hefenhofen-Sommeri VSGAHS,Webi-Zentrum / Romanshornerstrasse 28,Amriswil,8580,office@schuleamriswil.ch,058 346 14 00
Archiv Volksschulgemeinde Bürglen,Schulsekretariat,Bürglen TG,8575,schulverwaltung@schulebuerglen.ch,071 6348577
Archiv Volksschulgemeinde Region Sulgen,Auholzstrasse 35,Sulgen,8583,schulverwaltung@vsgsulgen.ch,071 6449966
"Berufs- und Studienberatung BIZ Thurgau, Information und Dokumentation",St. Gallerstrasse 11,Frauenfeld,8510,claudia.eberhard@tg.ch,058/3455948
Berufsbildungszentrum Weinfelden,Schützenstrasse 9,Weinfelden,8570,bibliothek@bbz.ch,058 3457579
Bibliothek Bischofszell,Sandbänkli 5,Bischofszell,9220,info@bibliothek-bischofszell.ch,071 4224648
Bibliothek Eschlikon,Ifangstrasse 24,Eschlikon,8360,bibliothek@eschlikon.ch,071 9712877
Bibliothek Region Sulgen,Schulstrasse 7,Sulgen,8583,info@bibliosulgen.ch,071 6422043
Bibliothek Sirnach,Grünaustrasse 16,Sirnach,8370,bibliothek@sirnach.ch,071 969 38 12
Bibliothek Steckborn,Seestrasse 104,Steckborn,8266,info@mediaborn.ch,052/7611373
Eisenbibliothek / Stiftung der Georg Fischer AG,Klostergut Paradies,Schlatt TG,8252,eisenbibliothek@georgfischer.com,052 631 27 44
Evangelische Kirchgemeinde Thunbachtal,Pfarrhausweg 1,Thundorf TG,8512,pfarramt@kirche-thunbachtal.ch,052/3763143
Gemeinde- und Schulbibliothek Aadorf,Gemeindeplatz 2,Aadorf,8355,bibliothek@aadorf.ch,052/3651060
Gemeinde- und Schulbibliothek Matzingen,Schulweg 7,Matzingen,9548,bibliothek@schule-matzingen.ch,052 376 13 43
Gemeinde- und Schulbibliothek Wängi,Dorfstrasse 22,Wängi,9545,bibliothek@waengi.ch,052 378 24 87
Gemeindearchiv Langrickenbach,Im Baumgarten 1,Langrickenbach,8585,info@langrickenbach.ch,071 694 59 10
Gemeindebibliothek Romanshorn,Alleestrasse 50,Romanshorn,8590,info@biblio-romanshorn.ch,071 463 60 44
Horner Bibliothek,Tübacherstrasse 19,Horn,9326,biblio@schule-horn.ch,077 480 27 64
Kantonsbibliothek Thurgau,Promenadenstrasse 12,Frauenfeld,8510,kantonsbibliothek@tg.ch,058 3456900
Kantonsschule Frauenfeld Mediothek,Ringstrasse 10,Frauenfeld,8501,mediothek.kf@tg.ch,058/3455060
Kantonsschule Romanshorn Mediothek,Weitenzelgstrasse 12,Romanshorn,8590,mediothek.kr@tg.ch,058 345 58 71
Klinikbibliothek Littenheid AG,(Clienia Littenheid AG),Littenheid,9573,bibliothek.cll@clienia.ch,071 929 60 60
Mediothek BZT (Bildungszentrum für Technik),Kurzenerchingerstrasse 8,Frauenfeld,8500,mediothek@bztf.ch,058 3456500
Museum Bischofszell,Marktgasse 4,Bischofszell,9220,museum.bischofszell@bluewin.ch,071 422 38 91
Napoleonmuseum Thurgau,Schloss und Park Arenenberg,Salenstein,8268,napoleonmuseum@tg.ch,058 345 74 10
Politische Gemeinde Güttingen,Bahnhofstrasse 15,Güttingen,8594,info@guettingen.ch,058 346 25 50
Schul- und Gemeindebibliothek Ermatingen,Fruthwilerstrasse 5,Ermatingen,8272,bibliothek@sekermatingen.ch,071 664 12 11
Schul- und Gemeindebibliothek Münchwilen,Murgtalstrasse 2,Münchwilen,9542,bibliothek@muenchwilen.ch,071 9691101
Schul- und Gemeindebibliothek Tägerwilen,Palmenweg 2,Tägerwilen,8274,edith.betschart@vsgtaegerwilen.ch,071 6668586
Spital Thurgau AG / Wissenschaftliche Bibliothek,Seeblickstrasse 3,Münsterlingen,8596,bibliothek.pkm@stgag.ch,071 6864042
Staatsarchiv des Kantons Thurgau,Zürcherstrasse 221,Frauenfeld,8510,staatsarchiv@tg.ch,058/3451600
Stadt- und Berufsschulbibliothek Kreuzlingen,Gaissbergstrasse 8,Kreuzlingen,8280,buecherbrugg@tg.ch,058 3456322
Stadtarchiv Frauenfeld,Schlossmühlestrasse 3,Frauenfeld,8500,hannes.steiner@stadtfrauenfeld.ch,052 724 54 73
Archivio del Moderno,"Via Magazzini Generali, 15",Balerna,6828,archivio.arc@usi.ch,058 6665500
Archivio della città di Locarno,Piazzetta de' Capitani 2,Locarno,6616,archivio.comunale@locarno.ch,091 756 31 90
Archivio di Stato del Cantone,Viale Stefano Franscini 30a,Bellinzona,6501,decs-asti@ti.ch,091 8141320
Archivio Prezzolini,Viale C. Cattaneo 6,Lugano,6900,bclu-segr.sbt@ti.ch,091 815 46 11
Archivio storico della Città di Lugano,Strada di Gandria 4,Castagnola,6976,archiviostorico@lugano.ch,058/8666850
Biblioteca Braille e del libro parlato della Unitas,Via Contra 160,Tenero,6598,biblioteca@unitas.ch,091 7456161
Biblioteca cantonale di Bellinzona,Viale Stefano Franscini 30A,Bellinzona,6500,bcb-prest.sbt@ti.ch,091 814 15 00
Biblioteca cantonale di Locarno,Palazzo Morettini - Via Cappuccini 12,Locarno,6600,bclo-segr.sbt@ti.ch,091/7597580
Biblioteca cantonale di Lugano,Viale C. Cattaneo 6,Lugano,6900,bclu-segr.sbt@ti.ch,091 8154611
Biblioteca cantonale di Mendrisio - LaFilanda,Via Industria 5,Mendrisio,6850,bcme-segr.sbt@ti.ch,058 6883680
Biblioteca comunale,Via Turconi 3,Chiasso,6830,biblioteca@chiasso.ch,091/6827719
Biblioteca dei ragazzi / Istituto scolastico comunale,Via Pozzetto 3,Stabio,6855,scuole@stabio.ch,091 6416960
Biblioteca dei Ragazzi di Lugano-Besso,Via Moncucco 2,Lugano,6900,bibliobesso@bluewin.ch,091 967 20 34
Biblioteca del Centro di dialettologia e di etnografia,Viale S. Franscini 30a,Bellinzona,6500,decs-cde@ti.ch,091 814 14 43
Biblioteca dell'Accademia di architettura,via Turconi,Mendrisio,6850,info-biblioteca.me@usi.ch,058 6665910
Bibliomedia Svizzera italiana,Via Lepori 9,Biasca,6710,biasca@bibliomedia.ch,091 8800160
Biblioteca Salita dei Frati,Salita dei Frati 4A,Lugano,6900,bsf-segr.sbt@ti.ch,091/9239188
Biblioteca Tribunale d'Appello di Lugano,Via Pretorio 16,Lugano,6900,serena.latorre@edu.ti.ch,091 805 54 21
Biblioteca universitaria Lugano,via G. Buffi 13,Lugano,6904,library.lu@usi.ch,058 6664500
Centro di informazione e documentazione statistica,Via Bellinzona 31,Giubasco,6512,dfe-ustat.cids@ti.ch,091 8145016
Centro di legislazione e di documentazione,Residenza governativa,Bellinzona,6501,can-cld@ti.ch,091/8143008
Fonoteca nazionale svizzera,Via Soldino 9,Lugano,6900,fnoffice@nb.admin.ch,058/4657344
IUFFP Istituto Universitario Federale per la Formazione Professionale / Biblioteca,Via Besso 84,Lugano Massagno,6900,noe.albergati@iuffp.swiss,058/4582510
Museo cantonale di storia naturale,Viale Cattaneo 4,Lugano,6901,dt-mcsn@ti.ch,091 8154761
Museo delle Culture (MUSEC),Villa Malpensata / Via Giuseppe Mazzini 5 (uffici e indirizzo postale) / Riva Caccia 5 (ingresso principale),Lugano,6900,info@musec.ch,058 866 69 60
Museo Ing. Pasquale Lucchini,Municipio del Comune di Gentilino,Gentilino,6925,comune@gentilino.ch,091 986 69 00
Organizzazione sociopsichiatrica cantonale (OSC) / Centro di documentazione e ricerca,Via Agostino Maspoli 6,Mendrisio,6850,dss-osc.biblioteca@ti.ch,091 8165604
"Scuola Universitaria Professionale della Svizzera Italiana (SUPSI) Dipartimento Ambiente, Costruzioni e Design (DACD) Biblioteca",Via Trevano,Canobbio,6592,biblioteca.dacd@supsi.ch,058/6666381
"Scuola Universitaria Professionale della Svizzera Italiana (SUPSI), Dipartimento Formazione e Apprendimento (DFA), Biblioteca",Piazza San Francesco 16,Locarno,6600,biblioteca.dfa@supsi.ch,058 6666823
Servizio di promozione e valutazione sanitaria. Centro di documentazione,Via Dogana 16,Bellinzona,6501,dss-cend@ti.ch,091 8143054
Didaktisches Zentrum Uri / Mediothek,Bahnhofstrasse 38,Altdorf UR,6460,info@dzuri.ch,041/8708012
Kantonale Mittelschule Uri Bibliothek,Gotthardstrasse 59,Altdorf,6460,kollegibibliothek@ur.ch,041 875 23 83
Kantonsbibliothek Uri,Bahnhofstrasse 13,Altdorf,6460,kantonsbibliothek@ur.ch,041 875 22 21
Staatsarchiv des Kantons Uri,Bahnhofstrasse 13,Altdorf,6460,staatsarchiv@ur.ch,041 8752221
Archives cantonales vaudoises,Mouline 32,Chavannes-près-Renens,1022,info.acv@vd.ch,021 316 37 11
Archives communales d'Arzier-Le Muids,Rue du Village 22,Arzier-Le Muids,1273,commune@arzier.ch,022/3668787
Archives communales d'Ecublens,Rte du Bois 27,Ecublens,1024,delphine.friedmann@ecublens.ch,076 511 13 73
Archives communales d'Epalinges,Route de la Croix-Blanche 25,Epalinges,1066,greffe@epalinges.ch,021 7856100
Archives communales d'Eysins,Archives communales d'Eysins,Eysins,1262,greffe@eysins.ch,022 361 34 95
Archives communales de Begnins,Route de Saint-Cergue 14,Begnins,1268,info@begnins.ch,022/3663040
Archives communales de Blonay,Route du Village 45,Blonay,1807,gghiringhelli@blonay.ch,021 9268230
Archives communales de Bottens,Rue de la Maison de Commune 4,Bottens,1041,administration@bottens.ch,021 881 15 41
Archives communales de Daillens,Rue Jean Villard-Gilles 3,Daillens,1306,administration@daillens.ch,021 862 91 20
Archives communales de Founex,Route de Chataîgneriaz 2,Founex,1297,greffe@founex.ch,022 9608888
Archives communales de Genolier,Place du Village 5,Genolier,1272,greffe.genolier@bluewin.ch,022 366 86 30
Archives communales de Gland,Grand' Rue 38,Gland,1196,greffe.municipal@gland.ch,022/3540404
Archives communales de Jouxtens-Mézery,Ch. de Beau-Cèdre 1,Jouxtens-Mézery,1008,delphine.friedmann@prilly.c,021/5111373
Archives communales de Le Vaud,Grand Rue,Le Vaud,1261,greffe@levaud.ch,022 3662562
Archives communales de Lutry,Le Château,Lutry,1095,greffe@lutry.ch,021 796 21 21
Archives communales de Montreux,Grand'Rue 73,Montreux,1820,archives@montreux.ch,021 983 18 10
Archives communales de Prilly,Rte de Cossonay 40,Prilly,1008,archives@prilly.ch,021/6227208
Archives communales de Pully,Avenue du Prieuré 2,Pully,1009,archives@pully.ch,021/7213536
Archives communales de Renens,Route de Lausanne 33,Renens,1020,archives@renens.ch,021 632 71 23
Archives communales de Rolle,Grand-Rue 44,Rolle,1180,municipalite@rolle.ch,021/8224444
Archives communales de Saint-Légier-la Chiésaz,Route des Deux-Villages 23,Saint-Légier-La Chiésaz,1806,archiviste@st-legier.ch,021 943 01 20
Archives communales de Vevey,Rue du Lac 2,Vevey,1800,archives.communales@vevey.ch,021/9255397
Archives communales Le Mont-sur-Lausanne,Route de Lausanne 16,Le Mont-sur-Lausanne,1052,archives@lemontsurlausanne.ch,021 651 91 91
Archives de la Ville d'Yverdon-les-Bains,Place Pestalozzi 2,Yverdon-les-Bains,1401,archives@ylb.ch,024 4236210
Archives de la Ville de Lausanne,"47, rue du Maupas",Lausanne,1004,archives@lausanne.ch,021 3152121
Bibliothèque Addiction Suisse,Av. Louis-Ruchonnet 14,Lausanne,1001,biblio@addictionsuisse.ch,021 3212911
"Bibliothèque cantonale et universitaire, Riponne","Palais de Rumine / 6, place de la Riponne",Lausanne,1014,info-riponne@bcu.unil.ch,021/3167880
Bibliothèque communale,rue du château 1,Lutry,1095,bibliotheque.de.lutry@bluewin.ch,021 791 10 15
Bibliothèque communale de Cossonay,Place du Temple 9,Cossonay,1304,bibliotheque@cossonay.ch,021 8610707
Bibliothèque communale de Crans-près-Céligny,rue du Grand Pré 25,Crans-près-Céligny,1299,bibliotheque@cransvd.ch,022 7763301
Bibliothèque communale de Cully,Rue du Temple 17,Cully,1096,biblio.cully@bluewin.ch,021 799 10 80
Bibliothèque communale de la Tour-de-Peilz,Collège des Marronniers / Place des Anciens-Fossés 1,La Tour-de-Peilz,1814,bibliotheque@la-tour-de-peilz.ch,021 9770120
Bibliothèque d'Yvonand,Av. de la Gare 4 Grande Salle,Yvonand,1462,v.rossel@prossel.ch,078 667 98 31
Bibliothèque de l'Institut des humanités en médecine,Avenue de Provence 82,Lausanne,1007,bihm@chuv.ch,021/3147052
Bibliothèque de la Fondation Jan Michalski,En Bois Désert 10,Montricher,1147,bibliotheque@fondation-janmichalski.ch,021 8640106
Bibliothèque de la ville de Prilly,"42, route de Cossonay",Prilly,1008,bibliotheque@prilly.ch,021/6227215
Bibliothèque des Sciences de la Terre Université de Lausanne,Bâtiment Géopolis,Lausanne,1015,Bibliost@unil.ch,021/6924301
Bibliothèque du Centre d'Etudes Olympiques du CIO,Quai d'Ouchy 1,Lausanne,1001,studies.centre@olympic.org,021 6216611
"Bibliothèque du Laboratoire de mécanique des sols, EPFL",GC - Station 18,Lausanne,1015,lms@epfl.ch,021 6932315
Bibliothèque du Musée cantonal des Beaux-arts,"Palais de Rumine, Place de la Riponne 6",Lausanne,1014,info.beaux-arts@vd.ch,021 316 34 45
Bibliothèque / Haute école de travail social et de la santé - EESP,Ch. des Abeilles 14,Lausanne,CH-1010,biblio@eesp.ch,021 651 62 65
Bibliothèque Médiathèque de Pully,Ch. du Fau-Blanc 15,Pully,1009,bibliotheque@pully.ch,021 721 36 43
Bibliothèque Municipale de Morges,Place du Casino 1,Morges,1110,bibliotheque@morges.ch,021/8049720
Bibliothèque municipale de Vevey,Quai Perdonnet 33,Vevey,1800,biblio@vevey.ch,021 925 59 60
Bibliothèque Papyrus,Chemin des Esserpys 14,Romanel-sur-Lausanne,1032,bibliotheque-papyrus@bluewin.ch,021/6470960
Bibliothèque psychiatrique universitaire de Lausanne (BPUL),Site de Cery,Prilly,1008,bpul@chuv.ch,021/3141822
Bibliothèque publique,Place de l'Ancienne Poste 4,Yverdon-les-Bains,1400,biblio@yverdon-les-bains.ch,024 4236040
Bibliothèque Sonore Romande (BSR),Rue de Genève 17,Lausanne,1003,ialbanese@bibliothequesonore.ch,021/3211010
Bibliothèque universitaire de médecine au CHUV,"46, rue du Bugnon",Lausanne,1011,bium@chuv.ch,021/3145082
Bibliothèques de la Ville de Lausanne (réseau),Place Chauderon 11,Lausanne,1003,bibliotheques@lausanne.ch,021 3156911
Bibliothèques de la Ville de Lausanne - Bibliobus,Place Chauderon 11,Lausanne,1003,bibliotheques@lausanne.ch,021 3156966
Bibliothèques de la Ville de Lausanne - Chailly,Avenue de la Vallonnette 12,Lausanne,1012,bibliotheques@lausanne.ch,021 3156970
Bibliothèques de la Ville de Lausanne - Chauderon,Place Chauderon 11,Lausanne,1003,bibliotheques@lausanne.ch,021/3156915
Bibliothèques de la Ville de Lausanne - Entre-Bois,Chemin d'Entre-Bois 10,Lausanne,1018,bibliotheques@lausanne.ch,021/3156918
Bibliothèques de la Ville de Lausanne - Jeunesse,Avenue d'Echallens 2A,Lausanne,1004,bibliotheques@lausanne.ch,021 315 69 17
Bibliothèques de la Ville de Lausanne - La Sallaz,Place de la Sallaz 4,Lausanne,1010,bibliotheques@lausanne.ch,021 315 69 90
Bibliothèques de la Ville de Lausanne - Montriond,Avenue de la Harpe 2,Lausanne,1007,bibliotheques@lausanne.ch,021 3156980
Bibliosanté / Centre de documentation de l'OMSV et des Ligues de la santé,Avenue de Provence 12,Lausanne,1007,bibliosante@fvls.vd.ch,021 623 37 40
Centre BD de la Ville de Lausanne,Place Chauderon 11,Lausanne,1003,bd@lausanne.ch,021 315 69 62
Centre d'art contemporain d'Yverdon-les-Bains,Place Pestalozzi 1,Yverdon-les-Bains,1400,centre-art@yverdon-les-bains.ch,024 4236380
Centre de Documentation de l'Ecole Supérieure d'Ambulancier et Soins d'Urgence Romande (ES ASUR),En Budron C8,Le Mont-sur-Lausanne,1052,d.bertschy@es-asur.ch,021/6140073
Centre de documentation du Léman,8 quai Louis Bonnard,Nyon,1260,documentation@museeduleman.ch,022 316 42 50
"Centre de droit comparé, européen et international (CDCEI) / Bibliothèque",UNIL - Faculté de droit et des sciences criminelles,Lausanne,1015,brigitte.coendoz@unil.ch,021/6922780
Centre de recherches sur les lettres romandes (Université de Lausanne),Bâtiment Unithèque,Lausanne,1015,Stephane.Petermann@unil.ch,021 692 30 32
Centre d'information sur les études et les professions (CIEP) / Office cantonal d'orientation scolaire et professionnelle / Documentation,Rue de la Borde 3D,Lausanne,1014,ciep.lausanne@vd.ch,021/3161123
Centre pour l'action non-violente / Bibliothèque,Rue de Genève 52,Lausanne,1004,info@non-violence.ch,021/6612434
CIDOC Centre pour l'information et la documentation chrétiennes,Boulevard de Grancy 29,Lausanne,1006,info@cidoc.ch,021/6140300
Collection suisse de la danse,Av. Villamont 4,Lausanne,1005,info@collectiondeladanse.ch,021 323 77 48
CURML - Centre universitaire romand de médecine légale / Bibliothèque,Ch. de la Vulliette 4,Lausanne 25,1000,iml.bibliotheque@chuv.ch,021/3147082
Ecole de soins ambulanciers Bois-Cerf CESU / Bibliothèque,Avenue d'Ouchy 31,Lausanne,1004,info@bc-cesu.ch,021 614 00 60
Ecole de soins de Subriez (ESSV) / Bibliothèque,Av. de l'Ile-Heureuse 23,Vevey,1800,biblio@ecoledesubriez.ch,021 9772184
Ecole des sciences criminelles / Bibliothèque,EPFL AA-DAF SISB / Bibliothèque / Rolex Learning Center / Station 20,Lausanne,1015,library@epfl.ch,021 6932156
Energie Ouest Suisse (EOS) / Documentation,Chemin de Mornex 10,Lausanne,1001,Beda.Kupper@eos.ch,021 341 22 65
EPFL - Swiss Plasma Center,Station 13,Lausanne,1015,bibliotheque.spc@epfl.ch,021 693 34 87
Fédération Suisse des Sourds SGB-FSS,Passage St-François 12,Lausanne,1003,bibliotheque@sgb-fss.ch,021/6256555
Fondation Asile des aveugles / Bibliothèque,Av. de France 15,Lausanne,1002,bibliotheque@fa2.ch,021/6268561
Fondation Jean Monnet pour l'Europe,La Ferme de Dorigny,Lausanne,1015,secr@fjme.unil.ch,021 6922090
FORS - Swiss Centre of Expertise in the Social Sciences,Géopolis,Lausanne,1015,info@forscenter.ch,021/6923730
Haute Ecole d'Ingénierie et de Gestion du Canton de Vaud / HEIG-VD / Bibliothèque,Route de Cheseaux 1,Yverdon-les-Bains,1401,biblio@heig-vd.ch,024 5576391
Haute école de la Santé La Source Centre de documentation et Archives,Avenue Vinet 30,Lausanne,1004,cedoc@ecolelasource.ch,021 6413800
Haute Ecole de Musique et Conservatoire de Lausanne,"2, rue de la Grotte",Lausanne,1002,bibliotheque@hemu-cl.ch,021 321 35 24
Haute Ecole de Santé Vaud HESAV - Bibliothèque,Av. de Beaumont 21,Lausanne,1011,biblio@hesav.ch,021 316 80 40
Hotelarchiv Schweiz,Chemin de Boston 25,Lausanne,1004,info@hotelarchiv.ch,079 8441986
Institut Benjamin Constant (IBC) / Université de Lausanne,Bâtiment Unithèque,Lausanne,1015,leonard.burnand@unil.ch,021 692 30 26
Institut de pharmacologie et de toxicologie de l'Université / Bibliothèque,"27, rue du Bugnon",Lausanne,1005,bibliotheque@ipharm.unil.ch,021 6925350
Institut fédéral des hautes études en formation professionnelle - Bibliothèque,Avenue de Longemalle 1,Renens,1020,bibliotheque@iffp-suisse.ch,021 6218242
Institut suisse pour l'étude de l'art,UNIL-Chamberonne / Anthropole,Lausanne,1015,isea@sik-isea.ch,021 692 30 96
Institut universitaire de médecine sociale et préventive,"Route de la Corniche 10, Biopôle 2, Secteur Vennes-Bâtiment SV-A",Lausanne,1010,uddsp.iumsp@chuv.ch,021 3147275
Institut universitaire de pathologie / Bibliothèque,Rue du Bugnon 25,Lausanne,1011,ipa.bibliotheque@chuv.ch,021/3147082
Institut universitaire romand de santé au travail (IST) / Bibliothèque,Route de la Corniche 2,Epalinges,1066,aline.sager@chuv.ch,021 3147496
"Montreux-Veytaux , Bibliothèque municipale de Montreux-Veytaux",Grand' Rue 92,Montreux,1820,bibliotheque@montreux.ch,021 963 33 29
Musée cantonal de zoologie / Bibliothèque,Palais de Rumine / Place de la Riponne 6,Lausanne,1014,biblio.zoologie@vd.ch,021/3163460
Musée historique de Lausanne / Bibliothèque,Place de la Cathédrale 4,Lausanne,1005,musee.historique@lausanne.ch,021 315 41 01
"Musée monétaire cantonal, Lausanne / Bibliothèque",Palais de Rumine / Place de la Riponne 6,Lausanne,1014,musee.monetaire@vd.ch,021 3163990
Musée romain d'Avenches / Bibliothèque,Av. Jomini 16,Avenches,1580,biblio.smra@vd.ch,026 557 33 11
Musée suisse du Jeu / Bibliothèque,Rue du Château 11,La Tour-de-Peilz,1814,info@museedujeu.com,021/9772300
Radio suisse romande (RSR) / Documentation écrite,"40, avenue du Temple",Lausanne,1010,docecrite@rsr.ch,021/3181234
Schweizerisches Vitamininstitut,Route de la Corniche 1,Epalinges,1066,info@swissvitamin.ch,021/6532650
Tribunal fédéral Lausanne / Bibliothèque,"29, avenue du Tribunal fédéral",Lausanne 14,1000,bibliothek@bger.ch,021/3189438
WWF Global Photo Network / WWF International (World Wide Fund for Nature),Av. Mont-Blanc,Gland,1196,photodb@wwfint.org,022 3649203
Abbaye de Saint-Maurice Bibliothèque,"11, avenue d'Agaune",Saint-Maurice,1890,biblio@stmaurice.ch,024/4860404
Archives de l'Etat du Valais,Rue de Lausanne 45,Sion,1950,archives@admin.vs.ch,027/6064600
Archives de l'Evêché de Sion,Rue de la Tour 12,Sion 2,1950,sabine.leyat@cath-vs.org,027 329 18 18
Archives municipales de Sion,Rue de la Tour 14,Sion,1950,archives@sion.ch,027 3241145
Berufsinformationszentrum,Schlossstrasse 30,Brig,3900,berufsberatung-brig@admin.vs.ch,027/6069570
Bibliothek Linde St. Niklaus,Dorfstrasse 15,ST. NIKLAUS,3924,biblio.zaniglas@bluewin.ch,027 956 36 00
Bibliothèque - CO Fully Saxon,Rue des sports 1,Fully,1926,bibliotheque@cofysa.educanet2.ch,027 747 10 06
Bibliothèque communale de Champéry,Rue du Village 46,CHAMPERY,1874,bibliotheque@champery.ch,024/4791018
Bibliothèque communale de Port-Valais,Centre scolaire la Bouverette,Bouveret,1897,biblio.bouveret@romandie.com,024 4812820
Bibliothèque communale de Saint-Gingolph,Bâtiment scolaire / Rte des Rasses 4,ST-GINGOLPH,1898,nadine.monnet@bluewin.ch,024 481 84 93
Bibliothèque communale de Savièse,Rte de Moréchon,SAVIESE,1965,bibliotheque.saviese@netplus.ch,027 395 45 70
Bibliothèque communale de Vex,Route de Sion 10,VEX,1981,bibliovex@bluewin.ch,027 207 51 11
Bibliothèque communale et scolaire de Leytron,"Par administration communale, Case postale 63",Leytron,1912,bibliotheque@ecoles-leytron.ch,027/3067636
Bibliothèque communale et scolaire d'Ardon,Rue du Château,Ardon,1957,bibliotheque.ardon@netplus.ch,027/3051060
Bibliothèque communale et scolaire d'Ayent,Route Champ de la Grange 3,Ayent,1966,biblio@ayent.ch,027 3985043
Bibliothèque communale et scolaire d'Hérémence,Rue principale,HEREMENCE,1987,heremence@bibliovs.ch,027 2812506
Bibliothèque communale et scolaire de Basse-Nendaz,Ecole primaire,BASSE-NENDAZ,1996,bibliotheque@nendaz.org,027 2881345
Bibliothèque communale et scolaire de Chamoson,Rue St.-André 14,CHAMOSON,1955,bibliotheque@chamoson.net,027 306 56 33
Bibliothèque communale et scolaire de Charrat,Centre scolaire,CHARRAT,1906,bibliotheque@charrat.ch,027/7461152
Bibliothèque communale et scolaire de Collombey-Muraz,Route de Collombey-le-Grand 1,Collombey,1868,biblio@collombey-muraz.ch,024 473 61 88
Bibliothèque communale et scolaire de Fully,Rue de l'Eglise 95,FULLY,1926,biblio@fully.ch,027 7471144
Bibliothèque communale et scolaire de Grône,Bâtiment du Cycle d'orientation,GRONE,3979,bibliotheque@cogrone.ch,027 459 22 54
Bibliothèque communale et scolaire de Riddes,Rue de Combremont 11,RIDDES,1908,biblioriddes@teltron.ch,027 3065580
Bibliothèque communale et scolaire de Salvan,Le Carre 7,SALVAN,1922,bibliotheque@salvan.ch,027 7611015
Bibliothèque communale et scolaire de Saxon,Nouvelle Avenue,SAXON,1907,bibliotheque@saxon.ch,027 744 10 02
Bibliothèque communale et scolaire de Vionnaz,Rue du Collège 6,VIONNAZ,1895,bibliothque@vionnaz.ch,024 481 30 97
Bibliothèque communale et scolaire Val d'Illiez,Route de Proz 6,VAL-D'ILLIEZ,1873,biblio.illiez@theswissmail.ch,024 476 87 61
Bibliothèque Conthey,Rue Centrale 26,Conthey,1964,bibliotheque.conthey@netplus.ch,079 222 27 57
Bibliothèque d'Anniviers,Centre scolaire,Vissoie,3961,bibliothèque@anniviers.org,027 4761516
Bibliothèque de Bagnes,Route du Collège 17,Le Châble,1934,biblio@bagnes.ch,027/7771119
Bibliothèque de Crans-Montana,Immeuble Scandia / Rue Centrale 7,CRANS-MONTANA,3963,biblio@cransmontana.ch,027 4817273
Bibliothèque de l'Ecole supérieure domaine social Valais,Rue de Gravelone 5,Sion,1950,biblio.es-social@hevs.ch,058 606 84 10
Bibliothèque de la Sainte-Famille Erde,Bâtiment du centre scolaire,Erde,1976,bibliotheque.stefamille@netplus.ch,027 3464578
Bibliothèque de Martigny-Combe,Route de la Condémine 5,Martigny-Croix,1921,biblio@martigny-combe.ch,027 722 33 11
Bibliothèque de Mont-Noble,La Place no. 4,Nax,1973,bibliotheque-mont-noble@netplus.ch,027/2031419
Bibliothèque de St-Martin,Rue de l'Eglise 7,St-Martin,1969,biblio@saint-martin.ch,079/4611917
Bibliothèque de Vétroz-Magnot,Route de l'Abbaye 42,VETROZ,1963,bibliotheque@vetroz.ch,027 345 37 84
Bibliothèque du Cycle d'orientation des Collines,Chemin des Collines 27,SION,1950,collines@bibliovs.ch,027 3222285
