Institution,Rue,Lieu,ZIP,Email,Tel
Katechetische Arbeitstelle Kanton Schwyz KAS,Lincolnweg 23,Einsiedeln,8840,kas@sz.kath.ch,+41 (0) 55 422 06 55
"Pädagogische Hochschule Schwyz, Medienzentrum",Zaystrasse 42,Gossau,6410,medienzentrum@phsz.ch,041/8590585
Sprachheilschule Steinen,Weidlistrasse 1,Steinen,6422,info@shs-steinen.ch,041/4501315
Staatsarchiv des Kantons Schwyz,Kollegiumstrasse 30,Schwyz,6431,staatsarchiv@sz.ch,+41 41/819/20/65
Stiftung Bibliothek Werner Oechslin,Luegetenstrasse 11,Einsiedeln,8840,info@bibliothek-oechslin.ch,055/418.90.40
Archiv Alterszentrum Bussnang,Viadukstrasse 9,Bussnang,9565,info@az-bussnang.ch,+41 (0) 71 626 60 50
Archiv Bürgergemeinde Berg,Ottenbergstrasse 17,Berg,8572,braendli.berg@bluewin.ch,071/6361203
Archiv Bürgergemeinde Bürglen TG,Kontact: / Charles E. Stäheli / dipl. SHP und Archiv / Ringstrasse 9,Bürglen,8575,chestarch@gmx.ch,078 725 86 45
Archiv der Volksschulgemeinde Bischofsszell,Sandbänkli 5,Bischofszell,9220,info@schule-bischofszell.ch,(071) 424-28-50
Archiv Evangelische Kirchgemeinde Affeltrangen,Bahnhofstrasse 16,Affeltrangen,9556,pfarramt@evang-affeltrangen.ch,071 917 12 02
Archiv Evangelische Kirchgemeinde Langrickenbach-Birwinken,Mattwilerstrasse 11,Langrickenbach,8585,kfischer@bluewin.ch,(071) 695-19-03
Archiv evangelische Kirchgemeinde Roggwil TG,St. Gallerstrasse 55,Roggwil,9325,nicole.gmuender@evang-roggwil.ch,+4171 455 1644
Archiv Evangelische Kirchgemeinde Scherzingen-Bottighofen,Sekretariat / Dorfstrasse 10,Scherzingen,8596,sekretariat@kircheamsee.ch,071/688.43.74
Archiv Evangelische Kirchengemeinde Schönholzerswilen,Mettlenstrasse 12,Schönholzerswilen,8577,willkommen@kirche-schoenholzerswilen.ch,+41 (0) 71 633 13 08
Archiv Evangelische Kirchgemeinde Sulgen-Kradolf,Kirchstrasse 21,Sulgen,8583,sekretariat@evang-sulgen.ch,071-642-29-61
Archiv Evangelische Kirchgemeinde Tägerwilen-Gottlieben,Pflanzbergstrasse 6,Tägerwilen,8274,pfarramt@evang-taegerwilen.ch,+41 71/669/21/73
Archiv Evangelische Kirchgemeinde Weinfelden,Kirchgasse 2,Weinfelden,8570,sekretariat@evang-weinfelden.ch,071/6225474
Archiv Katholische Kirchgemeinde Bussnang,Schulstrasse 1 / Gemeindehaus Bussnang,Bussnang,9565,sekretariat@seelsorgeverband.ch,+41 71/622.53.01
Archiv Katholische Kirchgemeinde Leutmerken,Schulstrasse 1 / Gemeindehaus Bussnang,Bussnang,9565,sekretariat@kath-bussnang.ch,071-622-53-01
Archiv Katholische Kirchgemeinde Sulgen,Rebbergstrasse 11,Sulgen,8583,kath.pfarr.sulgen@bluewin.ch,+4171 642 1219
Archiv Katholische Kirchgemeinde und Pfarrei St. Johannes der Täufer Hagenwil,Röm.-kath. Pfarramt / Hagenwil 31,Hagenwil b. Amriswil,8580,pfarreibuero_hwil@bluewin.ch,+4171 411 3457
Archiv katholische Pfarrei St. Pelagius und Kirchgemeinde,Pfarrsekretariat / Schottengasse 2,Bischofszell,9220,pfarramt@katholischbischofszell.ch,071-422-15-80
Archiv katholische Pfarrei und Kirchgemeinde Güttingen und Archiv katholischer Seelsorgeverband Altnau-Güttingen-Münsterlingen,Regionales Pfarreisekretariat / Sommeristrasse 8,Güttingen,8594,kath.sekr.agm@bluewin.ch,071/6951439
Archiv Katholische Pfarrei und Kirchgemeinde Pfyn,Städtli 20,Pfyn,8505,pfarrei.pfyn@bluewin.ch,052 7651175
Archiv Musikverein Weinfelden,Musikverein Weinfelden,Weinfelden,8570,vorstand@musikverein-weinfelden.ch,+41 71/622/78/86
Archiv Politische Gemeinde Dozwil,PG Dozwil / Gemeindeverwaltung Dozwil / Kesswilerstrasse 16,Dozwil,8582,info@dozwil.ch,+41 (0) 71 411 13 54
Archiv Politische Gemeinde Kradolf-Schönenberg,Thurbruggstrasse 11a,Schönenberg an der Thur,9215,info@pgks.ch,+41 71/644.90.30
Archiv Politische Gemeinde Lengwil,Hauptstrasse 8,Lengwil,8574,gemeinde@lengwil.ch,071 686 30 00
Archiv Politische Gemeinde Schönholzerswilen,Buhwilerstrasse 1,Schönholzerswilen,8577,gemeinde@schoenholzerswilen.ch,+41 (0) 58 346 10 50
Archiv Primarschulgemeinde Dozwil-Kesswil,Lehrerzimmer Schulhaus Dozwil / Uttwilerstr. 9,Dozwil,8582,schulpraesidium@pskesswil.ch,+41 71/411/85/45
Archiv Primarschulgemeinde Münsterlingen,Schulstrasse 6,Scherzingen,8596,sekretariat@psgm.ch,+4171 686 5110
Archiv Primarschulgemeinde Uttwil,Schulhaus Gries,Uttwil,8592,schulleitung@psuttwil.ch,071 463 66 13
Archiv römisch-katholische Kirchgemeinde und Pfarrei St. Mauritius Berg TG,Hauptstrasse 37a,Berg TG,8572,sekretariat@kath-berg.ch,071/636.15.07
Archiv Sekundarschulgemeinde Dozwil-Kesswil-Uttwil,Sekundarschule Dozwil-Kesswil-Uttwil / Uttwilerstrasse 9,Dozwil,8582,info@sek-dozwil.ch,+41 (0) 71 411 57 06
Archiv Volksschulgemeinde Berg-Birwinken,Volksschulgemeinde Berg-Birwinken (VSBB) / Sekretariat / Neuwies,Berg,8572,sekretariat@vsbb.ch,+41 71/636/27/40
Archiv Volksschulgemeinde Amriswil-Hefenhofen-Sommeri VSGAHS,Webi-Zentrum / Romanshornerstrasse 28,Amriswil,8580,office@schuleamriswil.ch,058 3461400
Archiv Volksschulgemeinde Bürglen,Schulsekretariat,Bürglen TG,8575,schulverwaltung@schulebuerglen.ch,071 634 85 77
Archiv Volksschulgemeinde Region Sulgen,Auholzstrasse 35,Sulgen,8583,schulverwaltung@vsgsulgen.ch,+41 71/644/99/66
"Berufs- und Studienberatung BIZ Thurgau, Information und Dokumentation",St. Gallerstrasse 11,Frauenfeld,8510,claudia.eberhard@tg.ch,+41 (0) 58 345 59 48
Berufsbildungszentrum Weinfelden,Schützenstrasse 9,Weinfelden,8570,bibliothek@bbz.ch,058 345 75 79
Bibliothek Bischofszell,Sandbänkli 5,Bischofszell,9220,info@bibliothek-bischofszell.ch,071/4224648
Bibliothek Eschlikon,Ifangstrasse 24,Eschlikon,8360,bibliothek@eschlikon.ch,+4171 971 2877
Bibliothek Region Sulgen,Schulstrasse 7,Sulgen,8583,info@bibliosulgen.ch,071/642.20.43
Bibliothek Sirnach,Grünaustrasse 16,Sirnach,8370,bibliothek@sirnach.ch,071 969 38 12
Bibliothek Steckborn,Seestrasse 104,Steckborn,8266,info@mediaborn.ch,+41 (0) 52 761 13 73
Eisenbibliothek / Stiftung der Georg Fischer AG,Klostergut Paradies,Schlatt TG,8252,eisenbibliothek@georgfischer.com,052 6312744
Evangelische Kirchgemeinde Thunbachtal,Pfarrhausweg 1,Thundorf TG,8512,pfarramt@kirche-thunbachtal.ch,(052) 376-31-43
Gemeinde- und Schulbibliothek Aadorf,Gemeindeplatz 2,Aadorf,8355,bibliothek@aadorf.ch,052 3651060
Gemeinde- und Schulbibliothek Matzingen,Schulweg 7,Matzingen,9548,bibliothek@schule-matzingen.ch,052-376-13-43
Gemeinde- und Schulbibliothek Wängi,Dorfstrasse 22,Wängi,9545,bibliothek@waengi.ch,(052) 378-24-87
Gemeindearchiv Langrickenbach,Im Baumgarten 1,Langrickenbach,8585,info@langrickenbach.ch,+4171 694 5910
Gemeindebibliothek Romanshorn,Alleestrasse 50,Romanshorn,8590,info@biblio-romanshorn.ch,071 4636044
Horner Bibliothek,Tübacherstrasse 19,Horn,9326,biblio@schule-horn.ch,(077) 480-27-64
Kantonsbibliothek Thurgau,Promenadenstrasse 12,Frauenfeld,8510,kantonsbibliothek@tg.ch,058 3456900
Kantonsschule Frauenfeld Mediothek,Ringstrasse 10,Frauenfeld,8501,mediothek.kf@tg.ch,+4158 345 5060
Kantonsschule Romanshorn Mediothek,Weitenzelgstrasse 12,Romanshorn,8590,mediothek.kr@tg.ch,+4158 345 5871
Klinikbibliothek Littenheid AG,(Clienia Littenheid AG),Littenheid,9573,bibliothek.cll@clienia.ch,+41 71/929/60/60
Mediothek BZT (Bildungszentrum für Technik),Kurzenerchingerstrasse 8,Frauenfeld,8500,mediothek@bztf.ch,058/345.65.00
Museum Bischofszell,Marktgasse 4,Bischofszell,9220,museum.bischofszell@bluewin.ch,071/422.38.91
Napoleonmuseum Thurgau,Schloss und Park Arenenberg,Salenstein,8268,napoleonmuseum@tg.ch,+4158 345 7410
Politische Gemeinde Güttingen,Bahnhofstrasse 15,Güttingen,8594,info@guettingen.ch,+4158 346 2550
Schul- und Gemeindebibliothek Ermatingen,Fruthwilerstrasse 5,Ermatingen,8272,bibliothek@sekermatingen.ch,071 6641211
Schul- und Gemeindebibliothek Münchwilen,Murgtalstrasse 2,Münchwilen,9542,bibliothek@muenchwilen.ch,+41 (0) 71 969 11 01
Schul- und Gemeindebibliothek Tägerwilen,Palmenweg 2,Tägerwilen,8274,edith.betschart@vsgtaegerwilen.ch,(071) 666-85-86
Spital Thurgau AG / Wissenschaftliche Bibliothek,Seeblickstrasse 3,Münsterlingen,8596,bibliothek.pkm@stgag.ch,071/686.40.42
Staatsarchiv des Kantons Thurgau,Zürcherstrasse 221,Frauenfeld,8510,staatsarchiv@tg.ch,+4158 345 1600
Stadt- und Berufsschulbibliothek Kreuzlingen,Gaissbergstrasse 8,Kreuzlingen,8280,buecherbrugg@tg.ch,058/3456322
Stadtarchiv Frauenfeld,Schlossmühlestrasse 3,Frauenfeld,8500,hannes.steiner@stadtfrauenfeld.ch,052/724.54.73
Archivio del Moderno,"Via Magazzini Generali, 15",Balerna,6828,archivio.arc@usi.ch,+41 58/666/55/00
Archivio della città di Locarno,Piazzetta de' Capitani 2,Locarno,6616,archivio.comunale@locarno.ch,091/7563190
Archivio di Stato del Cantone,Viale Stefano Franscini 30a,Bellinzona,6501,decs-asti@ti.ch,+41 (0) 91 814 13 20
Archivio Prezzolini,Viale C. Cattaneo 6,Lugano,6900,bclu-segr.sbt@ti.ch,+41 91/815.46.11
Archivio storico della Città di Lugano,Strada di Gandria 4,Castagnola,6976,archiviostorico@lugano.ch,058/8666850
Biblioteca Braille e del libro parlato della Unitas,Via Contra 160,Tenero,6598,biblioteca@unitas.ch,(091) 745-61-61
Biblioteca cantonale di Bellinzona,Viale Stefano Franscini 30A,Bellinzona,6500,bcb-prest.sbt@ti.ch,(091) 814-15-00
Biblioteca cantonale di Locarno,Palazzo Morettini - Via Cappuccini 12,Locarno,6600,bclo-segr.sbt@ti.ch,+4191 759 7580
Biblioteca cantonale di Lugano,Viale C. Cattaneo 6,Lugano,6900,bclu-segr.sbt@ti.ch,(091) 815-46-11
Biblioteca cantonale di Mendrisio - LaFilanda,Via Industria 5,Mendrisio,6850,bcme-segr.sbt@ti.ch,+41 58/688.36.80
Biblioteca comunale,Via Turconi 3,Chiasso,6830,biblioteca@chiasso.ch,+41 91/682/77/19
Biblioteca dei ragazzi / Istituto scolastico comunale,Via Pozzetto 3,Stabio,6855,scuole@stabio.ch,091 641 69 60
Biblioteca dei Ragazzi di Lugano-Besso,Via Moncucco 2,Lugano,6900,bibliobesso@bluewin.ch,091-967-20-34
Biblioteca del Centro di dialettologia e di etnografia,Viale S. Franscini 30a,Bellinzona,6500,decs-cde@ti.ch,+41 91/814.14.43
Biblioteca dell'Accademia di architettura,via Turconi,Mendrisio,6850,info-biblioteca.me@usi.ch,058-666-59-10
Bibliomedia Svizzera italiana,Via Lepori 9,Biasca,6710,biasca@bibliomedia.ch,091-880-01-60
Biblioteca Salita dei Frati,Salita dei Frati 4A,Lugano,6900,bsf-segr.sbt@ti.ch,+4191 923 9188
Biblioteca Tribunale d'Appello di Lugano,Via Pretorio 16,Lugano,6900,serena.latorre@edu.ti.ch,+41 91/805/54/21
Biblioteca universitaria Lugano,via G. Buffi 13,Lugano,6904,library.lu@usi.ch,+41 58/666/45/00
Centro di informazione e documentazione statistica,Via Bellinzona 31,Giubasco,6512,dfe-ustat.cids@ti.ch,091/8145016
Centro di legislazione e di documentazione,Residenza governativa,Bellinzona,6501,can-cld@ti.ch,091/8143008
Fonoteca nazionale svizzera,Via Soldino 9,Lugano,6900,fnoffice@nb.admin.ch,(058) 465-73-44
IUFFP Istituto Universitario Federale per la Formazione Professionale / Biblioteca,Via Besso 84,Lugano Massagno,6900,noe.albergati@iuffp.swiss,+41 58/458/25/10
Museo cantonale di storia naturale,Viale Cattaneo 4,Lugano,6901,dt-mcsn@ti.ch,+41 91/815.47.61
Museo delle Culture (MUSEC),Villa Malpensata / Via Giuseppe Mazzini 5 (uffici e indirizzo postale) / Riva Caccia 5 (ingresso principale),Lugano,6900,info@musec.ch,058 866 69 60
Museo Ing. Pasquale Lucchini,Municipio del Comune di Gentilino,Gentilino,6925,comune@gentilino.ch,091/986.69.00
Organizzazione sociopsichiatrica cantonale (OSC) / Centro di documentazione e ricerca,Via Agostino Maspoli 6,Mendrisio,6850,dss-osc.biblioteca@ti.ch,+41 91/816.56.04
"Scuola Universitaria Professionale della Svizzera Italiana (SUPSI) Dipartimento Ambiente, Costruzioni e Design (DACD) Biblioteca",Via Trevano,Canobbio,6592,biblioteca.dacd@supsi.ch,+4158 666 6381
"Scuola Universitaria Professionale della Svizzera Italiana (SUPSI), Dipartimento Formazione e Apprendimento (DFA), Biblioteca",Piazza San Francesco 16,Locarno,6600,biblioteca.dfa@supsi.ch,+41 58/666/68/23
Servizio di promozione e valutazione sanitaria. Centro di documentazione,Via Dogana 16,Bellinzona,6501,dss-cend@ti.ch,091-814-30-54
Didaktisches Zentrum Uri / Mediothek,Bahnhofstrasse 38,Altdorf UR,6460,info@dzuri.ch,+41 (0) 41 870 80 12
Kantonale Mittelschule Uri Bibliothek,Gotthardstrasse 59,Altdorf,6460,kollegibibliothek@ur.ch,+41 (0) 41 875 23 83
Kantonsbibliothek Uri,Bahnhofstrasse 13,Altdorf,6460,kantonsbibliothek@ur.ch,041 875 22 21
Staatsarchiv des Kantons Uri,Bahnhofstrasse 13,Altdorf,6460,staatsarchiv@ur.ch,041/8752221
Archives cantonales vaudoises,Mouline 32,Chavannes-près-Renens,1022,info.acv@vd.ch,021 3163711
Archives communales d'Arzier-Le Muids,Rue du Village 22,Arzier-Le Muids,1273,commune@arzier.ch,+4122 366 8787
Archives communales d'Ecublens,Rte du Bois 27,Ecublens,1024,delphine.friedmann@ecublens.ch,+4176 511 1373
Archives communales d'Epalinges,Route de la Croix-Blanche 25,Epalinges,1066,greffe@epalinges.ch,+41 21/785.61.00
Archives communales d'Eysins,Archives communales d'Eysins,Eysins,1262,greffe@eysins.ch,022 361 34 95
Archives communales de Begnins,Route de Saint-Cergue 14,Begnins,1268,info@begnins.ch,022 3663040
Archives communales de Blonay,Route du Village 45,Blonay,1807,gghiringhelli@blonay.ch,021/9268230
Archives communales de Bottens,Rue de la Maison de Commune 4,Bottens,1041,administration@bottens.ch,(021) 881-15-41
Archives communales de Daillens,Rue Jean Villard-Gilles 3,Daillens,1306,administration@daillens.ch,+41 (0) 21 862 91 20
Archives communales de Founex,Route de Chataîgneriaz 2,Founex,1297,greffe@founex.ch,+41 22/960/88/88
Archives communales de Genolier,Place du Village 5,Genolier,1272,greffe.genolier@bluewin.ch,+41 22/366/86/30
Archives communales de Gland,Grand' Rue 38,Gland,1196,greffe.municipal@gland.ch,022 354 04 04
Archives communales de Jouxtens-Mézery,Ch. de Beau-Cèdre 1,Jouxtens-Mézery,1008,delphine.friedmann@prilly.c,(021) 511-13-73
Archives communales de Le Vaud,Grand Rue,Le Vaud,1261,greffe@levaud.ch,+41 22/366.25.62
Archives communales de Lutry,Le Château,Lutry,1095,greffe@lutry.ch,(021) 796-21-21
Archives communales de Montreux,Grand'Rue 73,Montreux,1820,archives@montreux.ch,(021) 983-18-10
Archives communales de Prilly,Rte de Cossonay 40,Prilly,1008,archives@prilly.ch,021-622-72-08
Archives communales de Pully,Avenue du Prieuré 2,Pully,1009,archives@pully.ch,+41 21/721/35/36
Archives communales de Renens,Route de Lausanne 33,Renens,1020,archives@renens.ch,+41 (0) 21 632 71 23
Archives communales de Rolle,Grand-Rue 44,Rolle,1180,municipalite@rolle.ch,021 822 44 44
Archives communales de Saint-Légier-la Chiésaz,Route des Deux-Villages 23,Saint-Légier-La Chiésaz,1806,archiviste@st-legier.ch,021 9430120
Archives communales de Vevey,Rue du Lac 2,Vevey,1800,archives.communales@vevey.ch,021 925 53 97
Archives communales Le Mont-sur-Lausanne,Route de Lausanne 16,Le Mont-sur-Lausanne,1052,archives@lemontsurlausanne.ch,+4121 651 9191
Archives de la Ville d'Yverdon-les-Bains,Place Pestalozzi 2,Yverdon-les-Bains,1401,archives@ylb.ch,024 4236210
Archives de la Ville de Lausanne,"47, rue du Maupas",Lausanne,1004,archives@lausanne.ch,021-315-21-21
Bibliothèque Addiction Suisse,Av. Louis-Ruchonnet 14,Lausanne,1001,biblio@addictionsuisse.ch,021/321.29.11
"Bibliothèque cantonale et universitaire, Riponne","Palais de Rumine / 6, place de la Riponne",Lausanne,1014,info-riponne@bcu.unil.ch,021/316.78.80
Bibliothèque communale,rue du château 1,Lutry,1095,bibliotheque.de.lutry@bluewin.ch,021/7911015
Bibliothèque communale de Cossonay,Place du Temple 9,Cossonay,1304,bibliotheque@cossonay.ch,(021) 861-07-07
Bibliothèque communale de Crans-près-Céligny,rue du Grand Pré 25,Crans-près-Céligny,1299,bibliotheque@cransvd.ch,+41 22/776/33/01
Bibliothèque communale de Cully,Rue du Temple 17,Cully,1096,biblio.cully@bluewin.ch,021-799-10-80
Bibliothèque communale de la Tour-de-Peilz,Collège des Marronniers / Place des Anciens-Fossés 1,La Tour-de-Peilz,1814,bibliotheque@la-tour-de-peilz.ch,021-977-01-20
Bibliothèque d'Yvonand,Av. de la Gare 4 Grande Salle,Yvonand,1462,v.rossel@prossel.ch,+4178 667 9831
Bibliothèque de l'Institut des humanités en médecine,Avenue de Provence 82,Lausanne,1007,bihm@chuv.ch,+4121 314 7052
Bibliothèque de la Fondation Jan Michalski,En Bois Désert 10,Montricher,1147,bibliotheque@fondation-janmichalski.ch,021/8640106
Bibliothèque de la ville de Prilly,"42, route de Cossonay",Prilly,1008,bibliotheque@prilly.ch,021/622.72.15
Bibliothèque des Sciences de la Terre Université de Lausanne,Bâtiment Géopolis,Lausanne,1015,Bibliost@unil.ch,021/692.43.01
Bibliothèque du Centre d'Etudes Olympiques du CIO,Quai d'Ouchy 1,Lausanne,1001,studies.centre@olympic.org,+4121 621 6611
"Bibliothèque du Laboratoire de mécanique des sols, EPFL",GC - Station 18,Lausanne,1015,lms@epfl.ch,021/693.23.15
Bibliothèque du Musée cantonal des Beaux-arts,"Palais de Rumine, Place de la Riponne 6",Lausanne,1014,info.beaux-arts@vd.ch,021/3163445
Bibliothèque / Haute école de travail social et de la santé - EESP,Ch. des Abeilles 14,Lausanne,CH-1010,biblio@eesp.ch,+4121 651 6265
Bibliothèque Médiathèque de Pully,Ch. du Fau-Blanc 15,Pully,1009,bibliotheque@pully.ch,+4121 721 3643
Bibliothèque Municipale de Morges,Place du Casino 1,Morges,1110,bibliotheque@morges.ch,+41 21/804/97/20
Bibliothèque municipale de Vevey,Quai Perdonnet 33,Vevey,1800,biblio@vevey.ch,(021) 925-59-60
Bibliothèque Papyrus,Chemin des Esserpys 14,Romanel-sur-Lausanne,1032,bibliotheque-papyrus@bluewin.ch,021-647-09-60
Bibliothèque psychiatrique universitaire de Lausanne (BPUL),Site de Cery,Prilly,1008,bpul@chuv.ch,021 314 18 22
Bibliothèque publique,Place de l'Ancienne Poste 4,Yverdon-les-Bains,1400,biblio@yverdon-les-bains.ch,+41 24/423/60/40
Bibliothèque Sonore Romande (BSR),Rue de Genève 17,Lausanne,1003,ialbanese@bibliothequesonore.ch,021 3211010
Bibliothèque universitaire de médecine au CHUV,"46, rue du Bugnon",Lausanne,1011,bium@chuv.ch,+41 (0) 21 314 50 82
Bibliothèques de la Ville de Lausanne (réseau),Place Chauderon 11,Lausanne,1003,bibliotheques@lausanne.ch,+4121 315 6911
Bibliothèques de la Ville de Lausanne - Bibliobus,Place Chauderon 11,Lausanne,1003,bibliotheques@lausanne.ch,(021) 315-69-66
Bibliothèques de la Ville de Lausanne - Chailly,Avenue de la Vallonnette 12,Lausanne,1012,bibliotheques@lausanne.ch,+41 21/315.69.70
Bibliothèques de la Ville de Lausanne - Chauderon,Place Chauderon 11,Lausanne,1003,bibliotheques@lausanne.ch,(021) 315-69-15
Bibliothèques de la Ville de Lausanne - Entre-Bois,Chemin d'Entre-Bois 10,Lausanne,1018,bibliotheques@lausanne.ch,021/315.69.18
Bibliothèques de la Ville de Lausanne - Jeunesse,Avenue d'Echallens 2A,Lausanne,1004,bibliotheques@lausanne.ch,021-315-69-17
Bibliothèques de la Ville de Lausanne - La Sallaz,Place de la Sallaz 4,Lausanne,1010,bibliotheques@lausanne.ch,+41 21/315/69/90
Bibliothèques de la Ville de Lausanne - Montriond,Avenue de la Harpe 2,Lausanne,1007,bibliotheques@lausanne.ch,+41 21/315.69.80
Bibliosanté / Centre de documentation de l'OMSV et des Ligues de la santé,Avenue de Provence 12,Lausanne,1007,bibliosante@fvls.vd.ch,+41 (0) 21 623 37 40
Centre BD de la Ville de Lausanne,Place Chauderon 11,Lausanne,1003,bd@lausanne.ch,+41 21/315/69/62
Centre d'art contemporain d'Yverdon-les-Bains,Place Pestalozzi 1,Yverdon-les-Bains,1400,centre-art@yverdon-les-bains.ch,024 4236380
Centre de Documentation de l'Ecole Supérieure d'Ambulancier et Soins d'Urgence Romande (ES ASUR),En Budron C8,Le Mont-sur-Lausanne,1052,d.bertschy@es-asur.ch,021 614 00 73
Centre de documentation du Léman,8 quai Louis Bonnard,Nyon,1260,documentation@museeduleman.ch,+41 (0) 22 316 42 50
"Centre de droit comparé, européen et international (CDCEI) / Bibliothèque",UNIL - Faculté de droit et des sciences criminelles,Lausanne,1015,brigitte.coendoz@unil.ch,+4121 692 2780
Centre de recherches sur les lettres romandes (Université de Lausanne),Bâtiment Unithèque,Lausanne,1015,Stephane.Petermann@unil.ch,+41 (0) 21 692 30 32
Centre d'information sur les études et les professions (CIEP) / Office cantonal d'orientation scolaire et professionnelle / Documentation,Rue de la Borde 3D,Lausanne,1014,ciep.lausanne@vd.ch,+41 21/316/11/23
Centre pour l'action non-violente / Bibliothèque,Rue de Genève 52,Lausanne,1004,info@non-violence.ch,+4121 661 2434
CIDOC Centre pour l'information et la documentation chrétiennes,Boulevard de Grancy 29,Lausanne,1006,info@cidoc.ch,021/6140300
Collection suisse de la danse,Av. Villamont 4,Lausanne,1005,info@collectiondeladanse.ch,+41 21/323.77.48
CURML - Centre universitaire romand de médecine légale / Bibliothèque,Ch. de la Vulliette 4,Lausanne 25,1000,iml.bibliotheque@chuv.ch,+41 21/314/70/82
Ecole de soins ambulanciers Bois-Cerf CESU / Bibliothèque,Avenue d'Ouchy 31,Lausanne,1004,info@bc-cesu.ch,+41 21/614.00.60
Ecole de soins de Subriez (ESSV) / Bibliothèque,Av. de l'Ile-Heureuse 23,Vevey,1800,biblio@ecoledesubriez.ch,+41 (0) 21 977 21 84
Ecole des sciences criminelles / Bibliothèque,EPFL AA-DAF SISB / Bibliothèque / Rolex Learning Center / Station 20,Lausanne,1015,library@epfl.ch,(021) 693-21-56
Energie Ouest Suisse (EOS) / Documentation,Chemin de Mornex 10,Lausanne,1001,Beda.Kupper@eos.ch,021/3412265
EPFL - Swiss Plasma Center,Station 13,Lausanne,1015,bibliotheque.spc@epfl.ch,021/6933487
Fédération Suisse des Sourds SGB-FSS,Passage St-François 12,Lausanne,1003,bibliotheque@sgb-fss.ch,021/625.65.55
Fondation Asile des aveugles / Bibliothèque,Av. de France 15,Lausanne,1002,bibliotheque@fa2.ch,+41 21/626/85/61
Fondation Jean Monnet pour l'Europe,La Ferme de Dorigny,Lausanne,1015,secr@fjme.unil.ch,021 692 20 90
FORS - Swiss Centre of Expertise in the Social Sciences,Géopolis,Lausanne,1015,info@forscenter.ch,(021) 692-37-30
Haute Ecole d'Ingénierie et de Gestion du Canton de Vaud / HEIG-VD / Bibliothèque,Route de Cheseaux 1,Yverdon-les-Bains,1401,biblio@heig-vd.ch,024/557.63.91
Haute école de la Santé La Source Centre de documentation et Archives,Avenue Vinet 30,Lausanne,1004,cedoc@ecolelasource.ch,(021) 641-38-00
Haute Ecole de Musique et Conservatoire de Lausanne,"2, rue de la Grotte",Lausanne,1002,bibliotheque@hemu-cl.ch,021 3213524
Haute Ecole de Santé Vaud HESAV - Bibliothèque,Av. de Beaumont 21,Lausanne,1011,biblio@hesav.ch,021/3168040
Hotelarchiv Schweiz,Chemin de Boston 25,Lausanne,1004,info@hotelarchiv.ch,+4179 844 1986
Institut Benjamin Constant (IBC) / Université de Lausanne,Bâtiment Unithèque,Lausanne,1015,leonard.burnand@unil.ch,+4121 692 3026
Institut de pharmacologie et de toxicologie de l'Université / Bibliothèque,"27, rue du Bugnon",Lausanne,1005,bibliotheque@ipharm.unil.ch,021-692-53-50
Institut fédéral des hautes études en formation professionnelle - Bibliothèque,Avenue de Longemalle 1,Renens,1020,bibliotheque@iffp-suisse.ch,+41 (0) 21 621 82 42
Institut suisse pour l'étude de l'art,UNIL-Chamberonne / Anthropole,Lausanne,1015,isea@sik-isea.ch,+41 (0) 21 692 30 96
Institut universitaire de médecine sociale et préventive,"Route de la Corniche 10, Biopôle 2, Secteur Vennes-Bâtiment SV-A",Lausanne,1010,uddsp.iumsp@chuv.ch,021/314.72.75
Institut universitaire de pathologie / Bibliothèque,Rue du Bugnon 25,Lausanne,1011,ipa.bibliotheque@chuv.ch,+41 21/314.70.82
Institut universitaire romand de santé au travail (IST) / Bibliothèque,Route de la Corniche 2,Epalinges,1066,aline.sager@chuv.ch,+41 21/314.74.96
"Montreux-Veytaux , Bibliothèque municipale de Montreux-Veytaux",Grand' Rue 92,Montreux,1820,bibliotheque@montreux.ch,+41 (0) 21 963 33 29
Musée cantonal de zoologie / Bibliothèque,Palais de Rumine / Place de la Riponne 6,Lausanne,1014,biblio.zoologie@vd.ch,+41 21/316.34.60
Musée historique de Lausanne / Bibliothèque,Place de la Cathédrale 4,Lausanne,1005,musee.historique@lausanne.ch,(021) 315-41-01
"Musée monétaire cantonal, Lausanne / Bibliothèque",Palais de Rumine / Place de la Riponne 6,Lausanne,1014,musee.monetaire@vd.ch,+4121 316 3990
Musée romain d'Avenches / Bibliothèque,Av. Jomini 16,Avenches,1580,biblio.smra@vd.ch,(026) 557-33-11
Musée suisse du Jeu / Bibliothèque,Rue du Château 11,La Tour-de-Peilz,1814,info@museedujeu.com,021/977.23.00
Radio suisse romande (RSR) / Documentation écrite,"40, avenue du Temple",Lausanne,1010,docecrite@rsr.ch,021/318.12.34
Schweizerisches Vitamininstitut,Route de la Corniche 1,Epalinges,1066,info@swissvitamin.ch,+41 21/653.26.50
Tribunal fédéral Lausanne / Bibliothèque,"29, avenue du Tribunal fédéral",Lausanne 14,1000,bibliothek@bger.ch,021 318 94 38
WWF Global Photo Network / WWF International (World Wide Fund for Nature),Av. Mont-Blanc,Gland,1196,photodb@wwfint.org,+41 22/364/92/03
Abbaye de Saint-Maurice Bibliothèque,"11, avenue d'Agaune",Saint-Maurice,1890,biblio@stmaurice.ch,+4124 486 0404
Archives de l'Etat du Valais,Rue de Lausanne 45,Sion,1950,archives@admin.vs.ch,027/606.46.00
